Bellek Hızı,Bluetooth Özelliği,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Kartı,Ekran Panel Tipi,eMMC Kapasitesi,Harddisk Kapasitesi,HDMI,İşlemci Cache,İşlemci Nesli,İşlemci Tipi,İşlemci,İşletim Sistemi,Kart Okuyucu,Klavye,Maksimum İşlemci Hızı,Max Ekran Çözünürlüğü,Optik Sürücü,Parmak İzi Okuyucu,Ram (Sistem Belleği),Ram Tipi,Renk,SSD Kapasitesi,Ürün Modeli,Webcam,Marka,Fiyat,Link
4800 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,IPS,Yok,Yok,Var,6 MB Cache,13.Nesil,Intel Core i3,1335U,Windows 11 Home,Yok,Numerik Tuşlu,"3,8 GHz",1920 x 1080,Yok,Yok,8 GB,LPDDR5,Gümüş,256 GB,Notebook,Var,Acer,8.325,https://www.hepsiburada.com//acer-aspire-3-a315-510p-intel-i3-n305-13-nesil-8gb-lpddr5-256gb-ssd-15-6-fhd-windows-11-home-nx-kdhey-001-dizustu-bilgisayar-pm-HBC00004EH17O
3200 MHz,Var,1 - 2 kg,Var,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Graphics,IPS,Yok,Yok,Var,8 MB L3 Cache,Ryzen,AMD Ryzen 5,5500U,Windows 11 Home,Var,Aydınlatmalı,4 GHz,1920 x 1080,Yok,Var,8 GB,DDR4,Gri,512 GB,Notebook,Var,Lenovo,15.999,https://www.hepsiburada.com//lenovoip-flex-5-ryzen5-5500u-8gb-512gb-ssd-14-fhd-windows-11-home-82hu011dtx-dizustu-bilgisayar-pm-HBC00002ZPO2R
4800 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Harici Ekran Kartı,Nvidia GeForce RTX 4060,IPS,Yok,Yok,Var,24 MB,13.Nesil,Intel Core i7,13650HX,Windows 11 Home,Belirtilmemiş,Q Türkçe,"4,9 GHz",1920 x 1080,Yok,Yok,16 GB,DDR5,Siyah,1 TB,Oyun Bilgisayarları,Var,Dell,44.799,https://www.hepsiburada.com//dell-gaming-g15-5530-g155530013wh-intel-core-i7-13650hx-16gb-ddr5-1tb-ssd-rtx-4060-8gb-15-6-inc-full-hd-windows-11-home-tasinabilir-oyuncu-bilgisayari-pm-HBC0000497Q30
2666 MHz,Var,2 kg ve Altı,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,TN,Yok,Yok,Var,4 MB Cache,10.Nesil,Intel Core i3,1005G1,Windows 11 Home,Var,Q Türkçe,"3,4 GHz",1920 x 1080,Yok,Yok,4 GB,DDR4,Metalik Gri,120 GB,Notebook,Var,Casper,6.999,https://www.hepsiburada.com//casper-nirvana-x500-1005-4c00e-g-f-intel-core-i3-1005g1-4gb-120gb-ssd-windows-11-home-15-6-fhd-pm-HBC0000052MPU
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i5,1240P,Windows 11 Home,Yok,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Gümüş,512 GB,Notebook,Var,Asus,13.550,https://www.hepsiburada.com//asus-x1502za-ej771w-core-i5-1240p-8gb-ram-512gb-ssd-15-6-win-11-laptop-gumus-pm-HBC000046T72Q
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Graphics,IPS,Yok,Yok,Var,8 MB Cache,Ryzen,AMD Ryzen 5,5500U,Windows 11 Pro,Belirtilmemiş,Q Türkçe,"4,0 GHz",1920 x 1080,Yok,Belirtilmemiş,16 GB,DDR4,Siyah,512 GB,Notebook,Var,HP,12.299,https://www.hepsiburada.com//hp-255-g8-ryzen-5-5500u-16-gb-512-gb-ssd-windows-11-pro-15-6-fhd-7n4w6aabt62-pm-HBC00003WHXYS
Belirtilmemiş,Var,2 kg ve Altı,Yok,"15,6 inç",Belirtilmemiş,Belirtilmemiş,Dahili Ekran Kartı,Intel UHD Graphics,LED,Yok,Belirtilmemiş,Var,Belirtilmemiş,11.Nesil,Intel Core i3,1115G4,Windows 11 Home,Belirtilmemiş,Q Türkçe,"4,1 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Gri,256 GB,Notebook,Var,Asus,8.749,https://www.hepsiburada.com//asus-x515ea-bq945ww-core-i3-1115g4-8gb-256gb-ssd-15-6inc-w11-pm-HBC000048KOOU
3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Belirtilmemiş,2 GB,Harici Ekran Kartı,Nvidia GeForce MX350,IPS,Yok,512 GB,Var,12 MB Cache,11.Nesil,Intel Core i7,1165G7,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Gri,512 GB,Notebook,Var,Lenovo,19.999,https://www.hepsiburada.com//lenovo-ideapad-3-17itl6-intel-core-i7-1165g7-8-gb-512-gb-ssd-mx350-2-gb-freedos-17-3-fhd-82h900w8tx-pm-HBC00003RCZT8
Belirtilmemiş,Var,1 - 2 kg,Yok,13 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Onboard,Liquid Retina XDR,256 GB,Yok,Var,Belirtilmemiş,Apple M2,Apple M2,Apple M2,macOS,Yok,Q Türkçe,Yok,2560 x 1600,Yok,Var,16 GB,DDR4,Gümüş,256 GB,Notebook,Var,Apple,43.499,https://www.hepsiburada.com//apple-macbook-pro-z16r00075-mac-pro-m2-16gb-256gb-13-3-gumus-pm-HBC000042Q40H
4800 MHz,Var,1 - 2 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3060,LED,Yok,Yok,Var,24 MB Cache,12.Nesil,Intel Core i7,12650H,Yok (Free Dos),Yok,Q Türkçe,"2,3 GHz",1920 x 1080,Yok,Yok,16 GB,DDR5,Siyah,1 TB,Oyun Bilgisayarları,Var,Asus,34.299,https://www.hepsiburada.com//asus-tuf-dash-f15-fx517zm-hn114-intel-i7-12650h-16gb-ddr5-1-tb-pcie-ssd-6gb-rtx3060-15-6-fhd-144hz-freedos-pm-HBC000040ZX3T
Belirtilmemiş,Var,1 - 2 kg,Var,14 inç,Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,LED,Yok,Yok,Var,Belirtilmemiş,Yok,Intel Celeron,N4500,Chrome OS,Yok,Q Türkçe,Yok,1366 x 768,Yok,Belirtilmemiş,8 GB,DDR4,Gümüş,64 GB,Notebook,Var,Acer,8.819,https://www.hepsiburada.com//chromebook-spin-314-intel-celeron-8-gb-katlanabilir-dokunmatik-chrome-isletim-sistemi-pm-HBC00003VYZMX
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3050,IPS,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i7,Belirtilmemiş,Yok (Free Dos),Var,Numerik Tuşlu Aydınlatmalı,"4,9 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Koyu Gri,512 GB,Oyun Bilgisayarları,Var,HP,28.999,https://www.hepsiburada.com//hp-victus-15-fa1007nt-13-nesil-intel-i7-13620h-16gb-512gb-ssd-6gb-rtx-3050-15-6-ips-144hz-7n9r5ea-pm-HBC000040KZU5
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,WVA,Yok,Yok,Var,12 MB Cache,Yok,Intel Core i7,1255U,Linux,Yok,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Belirtilmemiş,16 GB,DDR4,Siyah,512 GB,Notebook,Var,Dell,32.089,https://www.hepsiburada.com//dell-latitude-5530-i7-1255u-16gb-512gb-ssd-15-6-fhd-ubuntu-n212l553015emea-u-pm-HBC00002WNGMS
2666 MHz,Var,2 - 4 kg,Yok,14 inç,Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Plus Graphics,LED,512 GB,512 GB,Var,8 MB L3 Cache,11.Nesil,1135G7,1135G7,Windows 11 Home,Belirtilmemiş,Q Türkçe,"4,1 GHz",1920 x 1080,Belirtilmemiş,Yok,8 GB,DDR4,Gri,512 GB,Notebook,Var,Asus,11.369,https://www.hepsiburada.com//asus-x415ea-eb573w-11-nesil-core-i5-1135g7-8gb-512gb-ssd-iris-xe-graphics-14-full-hd-windows-11-pm-HBC000049JJHD
Belirtilmemiş,Var,2 - 4 kg,Yok,"15,6 inç",DDR5,Paylaşımlı,Harici Ekran Kartı,Belirtilmemiş,LED,Yok,256 GB,Var,Belirtilmemiş,Yok,Intel Core i3,Belirtilmemiş,Yok (Free Dos),Belirtilmemiş,Q Türkçe,"1,8 GHz",1920 x 1080,Belirtilmemiş,Yok,8 GB,DDR5,Gümüş,256 GB,Notebook,Var,Acer,7.986,https://www.hepsiburada.com//acer-aspire-3-a315-510p-38x0-15-6-fhd-intel-i3-n305-8-gb-ddr5-ram-256-gb-ssd-freedos-pc-nx-kdhey-003-pm-HBC00004GCNGR
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,Yok,Var,18 MB Cache,12.Nesil,Intel Core i5,12500H,Yok (Free Dos),Yok,Q Türkçe,"4,5 GHz",1920 x 1080,Yok,Yok,32 GB,DDR4,Siyah,500 GB,Oyun Bilgisayarları,Var,Monster,25.199,https://www.hepsiburada.com//monster-abra-a5-v19-2-9-intel-core-i5-12500h-32gb-500gb-ssd-rtx-3050-ti-freedos-15-6-fhd-tasinabilir-bilgisayar-pm-HBC00003TDBI6
3200 MHz,Var,1 - 2 kg,Yok,"14,1 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,1235U,1235U,Yok (Free Dos),Var,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Var,8 GB,DDR4,Rose,512 GB,Notebook,Var,Monster,15.199,https://www.hepsiburada.com//monster-huma-h4-v5-1-4-intel-core-i5-1235u-8-gb-ram-512-gb-ssd-freedos-14-1-fhd-rose-gold-tasinabilir-bilgisayar-pm-HBC00003GKNWW
3200 MHz,Var,1 - 2 kg,Yok,"14,1 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,1255U,1255U,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gümüş,1 TB,Notebook,Var,Monster,17.999,https://www.hepsiburada.com//monster-huma-h4-v5-2-6-intel-core-i7-1255u-16-gb-ram-1-tb-ssd-freedos-14-1-fhd-tasinabilir-bilgisayar-pm-HBC00003GKOJE
3200 MHz,Var,1 - 2 kg,Yok,"14,1 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,1235U,1235U,Windows 11 Home,Var,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gümüş,1 TB,Notebook,Var,Monster,18.199,https://www.hepsiburada.com//monster-huma-h4-v5-1-1-intel-core-i5-1235u-16-gb-ram-1-tb-ssd-windows-11-14-1-fhd-tasinabilir-bilgisayar-pm-HBC00003GKNWS
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,8 GB,DDR4,Siyah,500 GB,Notebook,Var,Monster,17.499,https://www.hepsiburada.com//monster-huma-h5-v4-2-3-black-intel-core-i7-1255u-8-gb-ram-500-gb-ssd-freedos-15-6-fhd-120-hz-tasinabilir-bilgisayar-pm-HBC00004DYA1Z
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,1255U,1255U,Windows 11 Pro,Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,32 GB,DDR4,Gümüş,1 TB,Notebook,Var,Monster,25.099,https://www.hepsiburada.com//monster-huma-h5-v4-2-14-intel-core-i7-1255u-32gb-ram-1-tb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-pm-HBC000046Q39Q
4800 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,IPS,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i5,13500HX,Windows 11 Home,Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,32 GB,DDR5,Siyah,1 TB,Oyun Bilgisayarları,Var,Monster,37.299,https://www.hepsiburada.com//monster-tulpar-t5-v23-1-5-intel-core-i5-13500hx-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-windows-11-15-6-fhd-144-hz-oyun-bilgisayari-pm-HBC00004HP48M
4800 MHz,Var,2 - 4 kg,Yok,"17,3 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3070Ti,IPS,Yok,Yok,Var,24 MB Cache,12.Nesil,Intel Core i7,12700H,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",2560 x 1440,Yok,Yok,32 GB,DDR5,Siyah,1 TB,Oyun Bilgisayarları,Var,Monster,49.399,https://www.hepsiburada.com//monster-tulpar-t7-v21-9-6-intel-core-i7-12700h-32gb-ram-1tb-ssd-8gb-rtx3070ti-freedos-17-3-qhd-165hz-oyun-bilgisayari-pm-HBC00002RJG0I
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,Yok,Var,24 MB Cache,11.Nesil,Intel Core i7,11800H,Windows 11 Home,Yok,Q Türkçe,"4,6 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,500 GB,Oyun Bilgisayarları,Var,Monster,24.299,https://www.hepsiburada.com//monster-abra-a5-v17-3-7-intel-core-i7-11800h-16gb-ram-500-tb-ssd-rtx-3050-ti-windows-11-15-6-inc-fhd-144-hz-oyun-bilgisayari-pm-HBC0000409TUS
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3070,IPS,Yok,Yok,Var,24 MB Cache,12.Nesil,Intel Core i7,12700H,Windows 11 Home,Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,512 GB,Oyun Bilgisayarları,Var,Gigabyte,37.949,https://www.hepsiburada.com//gigabyte-aorus-5-se4-i7-12700h-16gb-ddr4-rtx-3070-gddr6-8gb-512gb-ssd-15-6-fhd-144hz-w11h-notebook-pm-HBC00002Z4O0H
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3060,IPS,Yok,Yok,Var,24 MB Cache,11.Nesil,Intel Core i7,11800H,Yok (Free Dos),Yok,Q Türkçe,"4,6 GHz",1920 x 1080,Yok,Yok,32 GB,DDR4,Siyah,500 GB,Oyun Bilgisayarları,Var,Monster,27.199,https://www.hepsiburada.com//monster-abra-a5-v17-4-9-intel-core-i7-11800h-32gb-ram-500gb-ssd-rtx-3060-freedos-15-6-inc-fhd-144-hz-oyun-bilgisayari-pm-HBC000040BIHC
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,IPS,Yok,Yok,Var,18 MB Cache,13.Nesil,Intel Core i5,13500H,Yok (Free Dos),Var,Aydınlatmalı,"4,7 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Belirtilmemiş,512 GB,Oyun Bilgisayarları,Var,HP,23.499,https://www.hepsiburada.com//hp-victus-15-fa1039nt-7p8l0ea-i5-13500h-8gb-512gb-ssd-6gb-rtx-3050-144hz-15-6-fhd-freedos-gaming-oyuncu-notebook-pm-HBC000040B747
4800 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,IPS,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i5,13500HX,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,16 GB,DDR5,Siyah,500 GB,Oyun Bilgisayarları,Var,Monster,34.999,https://www.hepsiburada.com//monster-tulpar-t5-v23-1-intel-core-i5-13500hx-16-gb-ram-500-gb-ssd-8-gb-rtx-4060-freedos-15-6-fhd-144-hz-oyun-bilgisayari-pm-HBC00004HP3X9
3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,IPS,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i7,13700H,Windows 11 Home,Var,Q Türkçe,5 GHz,1920 x 1080,Yok,Yok,32 GB,DDR4,Siyah,1 TB,Oyun Bilgisayarları,Var,Monster,44.499,https://www.hepsiburada.com//monster-tulpar-t7-v20-6-5-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-windows-11-17-3-fhd-144-hz-oyun-bilgisayari-pm-HBC00004H2PSW
2666 MHz,Var,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,TN,Yok,Yok,Var,12 MB Cache,10.Nesil,Intel Core i7,10750H,Yok (Free Dos),Var,"Numerik Tuşlu Aydınlatmalı, Q Klavye",5 GHz,1920 x 1080,Yok,Yok,16 GB,DDR4,Lacivert,512 GB,Oyun Bilgisayarları,Var,Asus,33.999,https://www.hepsiburada.com//asus-x571lh-al122-intel-core-i7-10750h-16gb-512gb-ssd-4gb-gtx1650-15-6-fhd-freedos-notebook-pm-HB0000115B10
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3060,IPS,Yok,Yok,Var,24 MB Cache,11.Nesil,Intel Core i7,11800H,Yok (Free Dos),Yok,Q Türkçe,"4,6 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,500 GB,Oyun Bilgisayarları,Var,Monster,24.799,https://www.hepsiburada.com//monster-abra-a5-v17-4-5-intel-core-i7-11800h-16gb-ram-500-gb-ssd-rtx-3060-freedos-15-6-inc-fhd-144-hz-oyun-bilgisayari-pm-HBC000040BI5Z
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3060,IPS,Yok,Yok,Var,24 MB Cache,11.Nesil,Intel Core i7,11800H,Windows 11 Home,Yok,Q Türkçe,"4,6 GHz",1920 x 1080,Yok,Yok,32 GB,DDR4,Siyah,1 TB,Oyun Bilgisayarları,Var,Monster,29.899,https://www.hepsiburada.com//monster-abra-a5-v17-4-3-intel-core-i7-11800h-32gb-ram-1-tb-ssd-rtx-3060-windows-11-15-6-inc-fhd-144-hz-oyun-bilgisayari-pm-HBC000048CSPN
Belirtilmemiş,Var,1 - 2 kg,Yok,"13,3 inç",Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,Belirtilmemiş,LED,Yok,Yok,Belirtilmemiş,Belirtilmemiş,M2,Apple M2,Apple M2,macOS,Belirtilmemiş,Q Türkçe,Yok,2560 x 1600,Yok,Var,Belirtilmemiş,DDR4,Gri,256 GB,Notebook,Var,Apple,40.699,https://www.hepsiburada.com//apple-macbook-air-m2-cip-16-gb-256-gb-ssd-13-6-uzay-grisi-notebook-pm-HBC00003A84Z1
4800 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,IPS,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i5,13500HX,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,32 GB,DDR5,Siyah,1 TB,Oyun Bilgisayarları,Var,Monster,38.599,https://www.hepsiburada.com//monster-tulpar-t5-v23-1-2-intel-core-i5-13500hx-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-15-6-fhd-144-hz-oyun-bilgisayari-pm-HBC00004H2QVX
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,Yok,Var,18 MB Cache,12.Nesil,Intel Core i5,12500H,Yok (Free Dos),Yok,Q Türkçe,"4,5 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Siyah,500 GB,Oyun Bilgisayarları,Var,Monster,21.999,https://www.hepsiburada.com//monster-abra-a5-v19-2-intel-core-i5-12500h-8gb-ram-500gb-ssd-4gb-rtx3050ti-freedos-15-6-fhd-144hz-oyun-bilgisayari-pm-HBC00002RJF1E
Belirtilmemiş,Var,1 - 2 kg,Yok,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Graphics,TN,Yok,256 GB,Var,11 MB Cache,Ryzen,4600H,4600H,Windows 11 Home,Belirtilmemiş,Q Türkçe,4 GHz,1920 x 1080,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,DDR4,Belirtilmemiş,256 GB,Notebook,Var,Asus,11.249,https://www.hepsiburada.com//m1502ia-ej131w-amd-r5-4600h-8gb-ram-256gb-ssd-15-6-fhd-w11-notebook-pm-HBC00003AY92V
3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,IPS,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i7,13700H,Yok (Free Dos),Var,Q Türkçe,5 GHz,1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,1 TB,Oyun Bilgisayarları,Var,Monster,39.599,https://www.hepsiburada.com//monster-tulpar-t7-v20-6-4-intel-core-i7-13700h-16-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-oyun-bilgisayari-pm-HBC00004HP3MX
3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,Yok,Var,18 MB Cache,12.Nesil,Intel Core i5,12500H,Yok (Free Dos),Var,Q Türkçe,"4,5 GHz",1920 x 1080,Yok,Yok,32 GB,DDR4,Siyah,1 TB,Oyun Bilgisayarları,Var,Monster,31.699,https://www.hepsiburada.com//monster-abra-a7-v14-2-4-intel-core-i5-12500h-32gb-ram-1tb-ssd-nvidia-geforce-rtx-3050-ti-freedos-17-3-inc-fhd-144-hz-oyun-bilgisayari-pm-HBC00003R9O6F
Belirtilmemiş,Var,1 - 2 kg,Var,"13,4 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,Yok,Var,20 MB Cache,6.Nesil,AMD Ryzen 7,6800HS,Yok (Free Dos),Yok,Q Türkçe,"4,7 GHz",1920 x 1200,Belirtilmemiş,Var,16 GB,DDR5,Siyah,512 GB,Notebook,Var,Asus,29.400,https://www.hepsiburada.com//asus-rog-flow-gv301re-lj090-amd-ryzen-7-6800hs-16gb-512gb-ssd-rtx3050ti-freedos-13-4-tasinabilir-bilgisayar-pm-HBC000028VJYX
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i5,1235U,Windows 11 Home,Var,Numerik Tuşlu,"4,4 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Mavi,512 GB,Notebook,Var,HP,14.209,https://www.hepsiburada.com//hp-laptop-15-fg5012nt-intel-core-i5-1235u-16gb-512gb-ssd-intel-iris-xe-windows11home-15-6-fhd-tasinabilir-bilgisayar-hp6g0c1ea22-zettacanta-pm-HBC000049G0J4
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i5,12450H,Yok (Free Dos),Var,RGB,"4,4 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,1 TB,Oyun Bilgisayarları,Var,Casper,19.999,https://www.hepsiburada.com//casper-excalibur-g770-1245-bfh0x-b-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-4gb-gtx-1650-freedos-tasinabilir-bilgisayar-pm-HBC00002Z4CKW
3200 MHz,Var,1 - 2 kg,Yok,16 inç,GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,IPS,Yok,Yok,Var,16 MB Cache,5.Nesil,AMD Ryzen 7,5800H,Yok (Free Dos),Var,Q Türkçe,"4,4 GHz",2560 x 1600,Yok,Yok,16 GB,DDR4,Gri,512 GB,Notebook,Var,Lenovo,26.392,https://www.hepsiburada.com//lenovo-ideapad-5-pro-amd-ryzen-7-5800h-16gb-512gb-ssd-rtx3050-freedos-16-wqxga-120hz-tasinabilir-bilgisayar-82l5007htx-pm-HBC00000QNFR8
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,IPS,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i5,11400H,Yok (Free Dos),Yok,RGB,"4,5 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Siyah,512 GB,Oyun Bilgisayarları,Var,Asus,19.699,https://www.hepsiburada.com//asus-tuf-gaming-f15-fx506hc-hn409-intel-core-i5-11400h-8-gb-512-gb-ssd-rtx-3050-144-hz-freedos-15-6-fhd-tasinabilir-bilgisayar-pm-HBC00003CUWQA
4800 MHz,Var,2 - 4 kg,Yok,18 inç,GDDR6,16 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4090,IPS,Yok,Yok,Var,36 MB Cache,13.Nesil,Intel Core i9,13980HX,Yok (Free Dos),Yok,Q Türkçe,"5,6 GHz",2560 x 1600,Yok,Yok,32 GB,DDR5,Siyah,2 TB,Oyun Bilgisayarları,Var,Asus,122.499,https://www.hepsiburada.com//asus-rog-strix-scar-18-g834jy-n6035-intel-core-i9-13980hx-32gb-2tb-ssd-rtx4090-freedos-18-wqxga-tasinabilir-bilgisayar-pm-HBC00003T2DQF
